fingerprint,cluster_size,record_ids
4020e656ad27d34d8d5d8e478f99e78bbd4e7b44c1afe1cfbf2e217f67e91672,4,pdmx-qmc9qmmrrm2tuyfwbhypnnvbbgzbn8kpe9kv8wmxbkc1za;pdmx-qmvlvvj31d7ebm3oisyresqhnykjj5gvjyrcndjxx51goj;pdmx-qmx5hl7beyvfcyterzoqmhywdupswjkrykckumdcmqsyuc;pdmx-qmysyyy9hjhps3eyrewec5do6lkvfvxx6szzgk8apnvnhz
41827743a367f6d1b3dd25956a5b29575e532dd505178a4bad72f876282ee146,4,pdmx-qma9yg8se1tqenykh5s2s8haziscgr3ce44uyaauyhyrsg;pdmx-qmaagrcnngk8nydvuhybqamn9bhesinknjccujenxfdqfs;pdmx-qmwcpeg2brqkkqqmbqzjmexnvirtklggk1ebzkaxn8mvzk;pdmx-qmzev5gacpbgmrkwgrggrn51x4rbs24ki271mjpekyxlba
4197d20fc77c6278a769ddb4b3b6143aa137cd8559c47d8b907b197d0950a0da,4,pdmx-qmd8gd46exi6hhz98ahwunx91a3nm2dp6bx2egyeq7cctk;pdmx-qmdtbytuzhug9phypqfdnry3yktpiywaepd4jh8nupisj8;pdmx-qmwkgpednpeg5rsbuaeste9o8rvnxrbjrhjbo1rmczbhh8;pdmx-qmyjdff5rybmahm9syubkf8pp1gduitbzalvtb5kzxrpo1
423dfb0e4c41734fc68df6a74e7ee9c0c01f7fb2401f5812112710b21ad9f8de,4,pdmx-qmf1dwbe1k2tv7qef49l4fbvxt4hzrksnz4pydwzhrpufy;pdmx-qmqjbopkzazz9weuygtgv3repggjlckap52jbwgb3hatd3;pdmx-qmree398b4ietyrznnnrzngduq4gsztmqbqcuirtehhurt;pdmx-qmvd8fzpftsmveaf1keebfa13gcbnz4wp2ay29lms5wpeb
43efd895ef625a7d24305061da2d61975cce26be537646760c26f2f3cad445a0,4,pdmx-qmb75bppyhmaahzkbg3l4stwsr55ksxm9wr6ecwk4szgj7;pdmx-qmexlhhptwypztjytdt3epopneepgjuhpxs6mlw8owfnkt;pdmx-qmswoayfm2jd38s8zjbnecqwi73hwhptgazjvm5q3atv4r;pdmx-qmtyjxgoy6rmqrxqg7nwjhfv9jy1qaptce8amnyug7rqa5
46afd848bb89c1a9300c75b0a03ae9c2b4611a76eced4a24e442dcfa75dfea35,4,pdmx-qmduzzwn5ceomcbhjugwpoqvjsa53xpbki7pges9ualycn;pdmx-qmtwgqqpyjtjvhbadrbyzdk4r1mjcwcvzrtgnis95nvwkr;pdmx-qmuwrb3kilmyinlrpzfuextwpqrc7fgubpm3iyre2t9cw9;pdmx-qmwgsyp3hhv3cy2bqsugqze2i6ejk78bfypkmci1xu7qdg
4900c9a6974821b3adff49cf57913450d7c3d8ad69041cab1379d51138057359,4,pdmx-qmayxqbgqtd1aibnxyejjvxy2s3j8ybkazkxda8zvkcye9;pdmx-qmpqjq2uniaxrddryfqwzgywcwsuy3wdo8lqtnxa5c5ot5;pdmx-qmxmlueeaes2bxe5mnvkgxaghbdbmudxojt33n6py79qwr;pdmx-qmxnzdeoc51rbpm6ngay7hggqp2myrb4859w8r7uvnh6fx
4978b50643b75a85a768a0916fddd5747d278872b933203877f4582a4b80d35e,4,pdmx-qmaagxrscgvt1dfpjjjhqfzhfsamtwdmndhoxh2q4wrqgk;pdmx-qmay74mpaid19avfl16pgmi4rnugyf9hqt9y8uxjnbswyu;pdmx-qmcppbx2lc2fsvfhznktyeeqaf5ekybfq2dc8nicgu5zse;pdmx-qmcw7dnb2utbwktkqc9kykbyndkaw1pmswn8vtr5xsdvs3
4cb10f61a6d90f09e304f66ea02cb8a52f146bacd6de0c6bbbf0d3e11ed673c5,4,pdmx-qmbfnwgrtx4yrk7wzptbtlqjxmanv4rhwe3us5f7gxcngv;pdmx-qmtmug7z1mmetfgajjzj9m52btzp364oz8yv9u8j4n1ekk;pdmx-qmxe3s5nnufxnqc2vdbnfchjfsrvbxvinesscshzxccarr;pdmx-qmzahzv5xaygudvvvt94wksnlenm6vn1dnrb5oncfjbfjp
5b376d6adb68959dd51868877b7973f4acdce28ddf6e20426272b364b6a436f7,4,pdmx-qmbos3nkvg4ijps9nv1qmxkjiwyfqkpf8ce1jp9mxthwqc;pdmx-qme468pcepk2bd3v1kv2hncdxkequcyzsax5nuioon6ati;pdmx-qme5zvd2g5f8mdvjijpaxczzfvjfgu6bkdabtz6gjazlbw;pdmx-qmtqfpwpychnnwfa9syinnbqtkj3hgpedgnyvhkuagvqx7
5b8dd8ac5fcf132c6f5a8aaecf44344a26f0dbfc3e569e27b43613c19fa07f38,4,pdmx-qmaesmczfyihpg8ym7wb38qqdfoafgw6bqspghwzrufaua;pdmx-qmnrarrb6sutt1xm48zwht3hmb7zhvn1ldhmwo9dhqrbpn;pdmx-qmryvudoypqt3fub2vcefunmafuhc1wygyogsa1swpv5eh;pdmx-qmxokeku53adqxd1jmsyvyspqizwymzmj6u63v4h6vdirb
6310f0216d8e72bb3740ee18d5215591296fc98d07527cf892505ce981237b78,4,pdmx-qmrskhfgjwvhwgxrazs3que6x92sjxvdkvxii3asznhju6;pdmx-qmtjzje67rai7a9fcjtxqs9dywvuvmntyiqt4ahbmqd3qm;pdmx-qmwb282uohefguwy89qd9albzncxkgs7lstqb1dqvhxp5r;pdmx-qmwhdrt2gkpqkcwdbywfmuvzphqknmsro4uhzuauzohsnh
636f046e8021216455ef9596c33895b2dd01536ea5014c0fedcff7f349722337,4,pdmx-qmadr5cwl7za2sl2qlptunbh23x1eyehn7nvpuhfpndvv7;pdmx-qmamshvruwpigvff68yv856ji7kbtht4s1v9am9bcftyad;pdmx-qmufbopbpcnsmera7gavnhw6npcjajxksrgur9a5oqogvd;pdmx-qmwjfb7nzpj1ntexzm7qggcqkfjwf5anxwgzsxkxafhawu
67d08967492d759619210024f6ea076e3a25675d91c4b82106225c70c861bc0a,4,pdmx-qmaheqekj7phzov3kmqignytrp4otvc6gah3cyccoztztt;pdmx-qmdvl1mn8ouchs73fwxjqostxcwuqhvxayjnaw1oascbfw;pdmx-qmuzylzb9ef9hnq4fwbkr4nbwsj94ahsc94hf7vjn1787f;pdmx-qmv61bwtl1zddsghrqzv8oaknbhuxhutc3xw5vod93hg4f
6f4f72c9d4d8bac0382fe85884806e7dd3d2aa859ff7be54b719be7f119c48bd,4,pdmx-qmq7kjeqxm2hz8kz43kgxpgvbjy34bcqvcfjzwvp8te1ag;pdmx-qmqexubn7axbvvyy9xbuw7taddchw47bu1flq4qvf5jrc8;pdmx-qmrcc5mcqm1trqwsdfhfgxnuahvbf2vmddkz26rxk7ad3d;pdmx-qmzlr5te8emmhxgwrzwgzo4uriecgjtalvzckcdcpjtzvb
770c022ef5290ecc821b71a6a33f197c9ac882cd70af653833bb6754a3a8b67a,4,pdmx-qma4bcow68mmruhpj422qeynvfxbymz4uyonpu6bc7biau;pdmx-qmadpczlw5gl1lz12k5fmm8qf9aektjzcmwtha5wqdpywy;pdmx-qmecwmng83w7xy5qpykbttqbgo4wj9cp8ewkwyr6hdad5y;pdmx-qmnvr5ud7wqpyarppeqetafekw3rufetv7jps3ykokhstt
77bc1af946b05205d58e0e4fc21a15e5d523c6b1cc36cd123052f303d3265d8d,4,pdmx-qmqghsmkndgk3zjsmnzcnhocdqkajobno2h22f4cyaakhw;pdmx-qmrmofgeaukqggqjwyvbwincbufdqc7gv6hyq7tgph9ywx;pdmx-qmw5ivwnk6jui1v3exw9lsszsdjzkk3eajvharutkfpxns;pdmx-qmycrr6typa7otcwkhgkxgshvif2wa1xgcwyzjpprtnvlk
797880baa2e5063b5c835bfa2e418aa45b36a6fd42b45076474b32e832f92df2,4,pdmx-qmevfizaycscy9s9y56a52fkosxgb1qojo5zhj1rffhypt;pdmx-qmswb6gpofbe2kal6anbzebyzp4de8xsm2fpumstjm3qab;pdmx-qmwvaargnj8dbylc5hqa5ixwpunybcm3ysgpcsqxmkpz1n;pdmx-qmxytqrmvq8tqhmkxqbfwwvzfbmpky56fku4r21hovyc4y
7c5c29c13cd188526f5b973274899102f28574b29e0f48ca996978f5599f4ac6,4,pdmx-qmau79xyhcrkra6ttgt9jwx36vaqfdam2g3fqfb9qum44c;pdmx-qmbhyljtsqsbupjeuvezpo6cpnby5iyiwlcypbt1swbaj8;pdmx-qmdmc9d9zmdepeqh7qvwbjlrialdhk5jbqaju4hxoflmso;pdmx-qmvyqjdts5xvrsbclsdyur6hyp5anydqye6mcpskjt7eab
8163b41dba094feabf9b3d2e70d03d5987cd6532ab9d22b6876fe5b4f483c621,4,pdmx-qmdj1gycaglwzpmwhrfjyrrhnsqarva9veyfs7dk9qz6jk;pdmx-qmq7vpqsz9csctf3ufjm12bnjiunygezzxkmx7trdj8ks2;pdmx-qmqb2cmvqhguu6ruwtf468zakq8b1jqctpk12s7jcryssq;pdmx-qmxboaddgkscl58ucf8hyigeneuoubxn2spekxjitbn68x
84f6c16777dfff4d53b84c171b92d9af21eebb52ec00637255033f71ecbc8948,4,pdmx-qmdu6otmukrh5li193whzuiksuvwqtvi5dvzzxpdbxrtf9;pdmx-qmesvljdnd5vvjdaj6vxsex4vxevpld3zhbvp9uy2aqctd;pdmx-qmnovjexanwyujdvyftewdrjtfjejmsbq6nqkwvddn53xh;pdmx-qmuufuf4fleembbvkj2mepw9w9sfygm29uwqcn9rmjwgrx
8652fdb93943dbac3953931f4ef16339e5375aa6674ba7476411c5b859a230b9,4,pdmx-qmnoudlevo2q7aggyjszjmzwghsuwgnyr4upzuystef2vu;pdmx-qmqcdrf2aps8b9rrij3adnk9muh9kdqdyvqtpcqgyo8jij;pdmx-qmya3s2zjz3wsv1udarcy1kcaomvwxgx32tuasp6gukrsl;pdmx-qmz2vkadzjwfxorkvlyirrqxatgomvefvtw5x1laqz3fid
88cf224fd6c1be435ee15e969b89d1aec4c0bf4d85b0b329417393ca68699b2a,4,pdmx-qmddvkzkabtbmh1tv37hth34kndnuwkuhhymhzaz62e7kt;pdmx-qmeb5vgstqtet22dqongtjxr6yrsr1q6pyszi85vqtbweq;pdmx-qmvrphsixmbqq1xgunrwcffferqakjkh7lfnwlu7mrcva2;pdmx-qmwuuqwzdmyimmbafgmevkuxefbrowvtbjk9kebvz6fu1b
a5cac1c55561c2b67e17a43df610dc10f95f3e9c450c3053dce52393809494c4,4,pdmx-qmrrid8ku4z8ibbmjbcvyh38gequdlunszyrdnickr8xvm;pdmx-qmtbzihhqajt4krm4c1gbjsp4puj5s4zp5yc5dyscuszen;pdmx-qmxeroxcpx9r4guuzb45yxmasmvzv9n8t8cr44zuzxu3ze;pdmx-qmzbecaw6zdj6vwa7ldwq1bxbbyef5sgahjuaf3ke5gtgq
abbbea4a9aeed645ca7a2a3fdff9810bc42407b1ccf3dcccc886e4e2180b663c,4,pdmx-qmt65wtygfjhinxgebsqjcebwtpudc2gvx8yaqteok7ma1;pdmx-qmuzeaqzfjo8wnj7136yn1tlim7jun7askq5rteh6xurex;pdmx-qmvhmn7xukp5qgyli7etutzvzpnal8xghkemwz6mgijvk9;pdmx-qmyocbtlxzahkeozjadwaml6ezqnelf6mflzkdmkepaadm
c7489ea119b4cb7702b264588f301255965154922832e03d718af6a4e97ae583,4,pdmx-qmp5ma6xpafh4nzmkdxih7u9st8trercz5kallbwwrkztk;pdmx-qmrmjekedzp4yh9prixzyyjbps58meenw322hbydyrrmhe;pdmx-qmuepbsbb8shxjooj64shbq6nbkfrmneewc1gbcznag1ta;pdmx-qmxj3e7xv4bwwumfepyg6wfqanaxsmskgknzmyragfrvbn
dc00d2c564dc83660b520e6fbc2bb858f8cbcc4a824e4c9ddc48c0fbfcdbb238,4,pdmx-qmdmakf88gvu8yxw97tp4p4eo4agkk2sumrwhtpkqemyvp;pdmx-qmtzrqtzfq5fp8xg9qdz9ytbg1zxgxboycqec5pw41dkbo;pdmx-qmughdtfyfthhznsm9cdznprteegjkbe2fs2nbqgvvrxoa;pdmx-qmwfessn8q8bpznd7ut2zrlymfwjnqszhggbjc4kwszvgu
e2741f2725f3bffa1155e9985a14a8756b5e7a0cffd30b1586251c8eedc6f1a3,4,pdmx-qmay7zppmhmfnbwfbjgran5bya2yl8kqqxwqg66lwqgqtd;pdmx-qme751rgjrhu7iwekjyrdax8hnj3zk4rdupuen8u5l8fvt;pdmx-qmfhghphskdwke8jdaaub5vp9gyw6x3bjt9pkojmjrd2ri;pdmx-qmq2iqtvuen9myvwrjnpucwdzcb2btb5qd4ayf1hif6hzj
fb1bff3d24a2a79091096aa19158473fd0a535d5f6df3fe467a099137e130485,4,pdmx-qmfh1bbqaewzkgdng5mtbxbs8dojeu8pyqajschtbbrccv;pdmx-qmx1fxeacndvfzr6fzymqptahjap3kyhv41djxzzfcnomi;pdmx-qmy8p4ucwg8q3tjshgxg7rggcusfrgwdcs99dvtrcwyck8;pdmx-qmyuum4rdqaws1st4ecmzbcwxhcmecmt8dnm8zua5uzgeu
0bfdb4f66c48d2dea6808442bc3e2d992f8b67908266406514687a7ca138a233,3,pdmx-qmcxniekezgcg3wlhowf5sh9tekz4hrjvgxusdnb3dik15;pdmx-qmunzcygfcwxeinjrk1e9dynlqtbxkcvgjcu85k7necwnf;pdmx-qmvsageht8dsq8jdjrtuwzg1lfhgmcvwep4mrkzrjfqceb
109b59dbdb2ddd05534005dcd1fbc2804f8537ecc3d299ffa054a16cfcc319b4,3,pdmx-qma9jhorsbaicfmdgf4codwcpefqxwwncj78cgpvcdqaxz;pdmx-qmrkfsqh2j9k4g69oser6pntujaeosikwut73bprvd6sxm;pdmx-qmztnqyjz8jdbyyrwxo44hrkrqywtieqq6xewuxgqraexq
19268f3eb108cec0b67e351946a1660d3f916e0b107746e43849aa019dfdfe33,3,pdmx-qmnqcxjvglswwhksjybtwt7hiyseaby624xvugk1ujxdhd;pdmx-qmvarb1nx7t2ndb8iavdutf3ltfabvbwezkykagvdipykm;pdmx-qmw24x37ipnoswgh2p3jdzyzbqgu1nfvcuxv9jrambpzsn
1f2a9ae6db33684b19117d22be03b87bc08751221838c06b65e5e613160503af,3,pdmx-qmb4ezwmci79gbonq4mbdgswx56frbt7uvz91ftjsnwqhd;pdmx-qmdwsqca93k5pnmxp1y1wopxs8pukrlclzfm2mma537ne6;pdmx-qmrhdfmcmapvskppy1uw2jkokv1hinvpgymvjnoxwe6yid
1fc6a2bb3e9b1d80008c25364d0867fdc8ee6a1b83eb158ebc7a22368d0e93a4,3,pdmx-qmun7ctdyfnqmdpojtnxguzcnu7w8zhbf71dl6beepv2pz;pdmx-qmw5q5vwvoguezrtgh1hton1s18amqegypgqbcgpgthnmg;pdmx-qmy4tr4rwvrnrt43ckxkh6cvbwoc8xjujsb3zdtnnhquty
234ceffcf8c7366620f5d5f2ee925ac6836c7db7eb2276b13b15fd1385684a23,3,pdmx-qmcgvxpgxcz2bi9usrzwvvi6d134mczdefmawi9wzctyoj;pdmx-qmdiiasbewrhabhjbgzghxdrtnzpvqd8mpdfmvdn3vc3s2;pdmx-qmzu65p8bp6wtczeha5hd94kmyb8pxuma9u4xef1owrdfa
29cda7acc9200ebc66f4c042d4ed71e9bfb69ddca762ac8394cd9351ebf7b431,3,pdmx-qmnsvwiyugj2crkvqoeb2tapnhgvwwzf63uypy9yn7wgax;pdmx-qmubgwekpogmizfum6qj8ngic7evqdtwtnpd1gffpluhfk;pdmx-qmutcfhdouvcrsuwczjngsyuzjnttstsqf3btbtsnpd2pv
2a6ec6a488eb775a06d9567cbc3e4c9e560402c9aaca5143af00fe99400fcb2e,3,pdmx-qmnh6spuaj3nhsjzecm17c9tiw5cff11oygsklrjjvi9vt;pdmx-qmst7dij3tji4hqgjjxrjku32oskehbzgwmg6z3bavw3oo;pdmx-qmsxhrqdk8sccbpv5rujuaegwfwtspefpktffnxvszqezn
2c8b112e4fd96524b0f0b631b693068755b323c6833559c2f49c19975eb72cb5,3,pdmx-qmbzdmwaaddf2tpfnbz4jzxqpvmh5ysfhxmwjcpp2mqgu3;pdmx-qmecgv6vmuypx95eams6cppqphwhdbqxnv2uezq8fdh3gr;pdmx-qmftp4nnedsfakbjwyvzgjqhitqzfdcoooomb7zzplbzs6
2d82666dbed0b248a46bc5126dab00d830421ab4276976c0cfe4c436eb086edf,3,pdmx-qmdzz56o5psmgkey6mzq7pkhhlntpfxoe4yxfjpdaxlzv6;pdmx-qmqg6fqgcp4ifr4vrotksk6szvr9hw5s9ua78pjxdemton;pdmx-qmuljwkp1nxsh6uvuah6iz98mhcphounebfbo9azhrpdhk
2eee24d3cebd5ffaaf068ab0543bfe0ac48676c753bc6a14bc260fafb0db1ec4,3,pdmx-qmsdqyox6ehlubbjcdyvestrqwe3kjehfjbwcgfsezgemv;pdmx-qmsupbhdyceywfwhnmtwjyf3fwvsdvtvgkvv4y9g3lwwp3;pdmx-qmxhxrphlzlftjfuzine6wy9nqpsm7k8uj2agsybccpyuh
30501d838b945243a89dba092262973e2f039bac1daa261d1c2627faac809968,3,pdmx-qmpxgqysdd7wa6jdbjhfjiducmapwgra6puaznsnyaeptf;pdmx-qmrb6byirgvuimrtqxvnugdncufblqacvscmzzwlwqcszd;pdmx-qmuuqwbhvg76gqavrdsumsevgkkhui7ua4vi4rbjwcnju1
358decd899d5f4d4ffe8ba4f42ceb17f44733b68f85744893c125bc0dfc2bc85,3,pdmx-qmehv7jktuhcnn7mq3gfiuncmqwwvagbqoqd894rhxltcp;pdmx-qmpm4jhrg76yi7oajvskhyrwziw4mau4egzoid99acstug;pdmx-qmsmpw7ge6ga4tkzzqfgsuefe9wc9dogzykmfcgxdd6nad
35d75b5cd16d2a38bbafe27e56ea85729cd277db0fa5cc75a87c39722034eac6,3,pdmx-qmpccup7fjdduymiv8wnfhqgmzrucehyolfrjw8xq66uju;pdmx-qmtvx624mejybzntwdshqfbgmjbbkt2j12kjbbf7gdtim8;pdmx-qmv1iczltfeyyiim7dnqjqyta35nrwcnxtpkyq8hqvsct9
39a6956db9bb9de181a2848695665884c892a7f78285090785284693247f6dd9,3,pdmx-qmpbylcjtxi7q6npdnzpskvjtbthu99wqtrgu9c4jhxuwl;pdmx-qmxra27sd4nd9j3fe3qcrze9mcnu11q1etf7ihsk3z5bqq;pdmx-qmykq2wffkzm4c17xfvwnir1dndbtz4jamfh7gwagspnfo
3ac72ccc8d5933f91f97749dee2dd5c5b042502e92635812fa8fd0419ca5e67e,3,pdmx-qma4urhludszta4a5j4eds8gneew8dfv7fwbmbbcvdwt4d;pdmx-qme43jsjtuxwhosfr3jfywrdbbzk2dkyzecgmsmtuxjjlb;pdmx-qmx7cksq35wgpwzeo1susmrrkas3j5ktotex7gdedu2ahp
3d2e8e3188f1458406f88e9604b8658bc3de5f395c0c745873e999809b3de506,3,pdmx-qmb8snf9nnleab9bqmndlk8bs27d3vvqxy4xpa7vrhgpdt;pdmx-qmecjk1r6aqswdxcasm3jftnlvgak3pt8ltvfygeys4dzk;pdmx-qmsgrwmvyksam5sdprwxkr31kq8q9x6ya8cefuxvmrjb2j
3d462691a5307e4e3222f9014676efc1308d512fb0bbe98497351e8d0efc66a6,3,pdmx-qmajxgnq99vgnrf7ruasqhsq2cs6pscbqdx8fpuc9mhbcc;pdmx-qmrauyx4juhyfuldjyodhbapqiwh5i5lxlhkwtuxsay136;pdmx-qmujtag1gujaokgyvhcfuaz5wjpwm17sqywrvuwshjdhth
40655925cc0304b5144a7ef5641afad4c95ebce767e6a64322c41a7f961e2bbe,3,pdmx-qmb3dsimkwwqgyqaaj5fvaqvme9xux9dxqxwczdfha42vc;pdmx-qmq5ij3d3oi2ubz2mr6ppaez1tp3d7flgidrva1tdtp8qg;pdmx-qmv7elyrbxcwczhk7pczo312d4jccshgmtm3ydyxinojwl
4c6681d4c4ec95b6bc6c156ea67feaa7c23f763637a16124060cfdfaec7ab048,3,pdmx-qme4zmjhaxkqra4yicaf3eu7mvkn4cmgzwfqcwip71nagt;pdmx-qmqgamjf5qzfwxq48e199ptexvdyg8b8cb4svzhty5tftf;pdmx-qmsquaszlabm7hyhsvoaxzsvmvalifh3b88tpho5nsawxm
5e981327d06d35bcef0c3e4a960b868290834146da0cb1af7b57ea6f32f78114,3,pdmx-qma4qdmdoargv34vnaxjapztxbku2xjzyogss8yuwgpud2;pdmx-qmb1jvrg2x4tyzrrts5akwke5b23weadcy9qt3qbcve5hv;pdmx-qmxuzp6zqaufs6ke7t3dopal1jd3gdmp6hc1xq5saxucck
5ea441cf6ead6d59457fd065114de1d86d1a71678b10d90e7c14a69a7690d26c,3,pdmx-qmcbjgmw3sxkdqawa4ex5v1czydfymctg4ltxgrhkc3fjh;pdmx-qmtmyl4aissunvsrawrtaw69avnjqrj9baquvhqojdzsk7;pdmx-qmxcpfnvxqgxw3fk7kbzwfqmhf3ci2ykf3e4f8s3qzjp8e
618b8c603551a8272f2e2e96f75f94c03dfe8d94fa0ecd044d53159d24736886,3,pdmx-qmnmfzptj16l8kwf2be7jg2rcy7evsnxic6vr2vcmtpyuk;pdmx-qmqhxujcotmd6xeehcjjcnvhnogjzjtgi1jtb3a3x8k6iu;pdmx-qmudndzveuczcbwvfkivcmdgyrg3ngrymfqdopnpxghkmj
675784d5e5ff44a277df5bdb82724b750b7d7c5d524bfecf2a1f4dd6affbf4a8,3,pdmx-qmdgbi5xxwxupj9v7bmtu85wzffahdnecqhtxjqecuhjwc;pdmx-qmrkbhkpxcy4wc7n9kdu5zzteyrwk8e4f7xztg4mjedywj;pdmx-qmt3quioasmbzvl3uptdmjz4uhahptavtdzsgysqxzsew6
69226ea85ad9f9b54914df134436f788c60ea9cbe0ca0debd466b5128bff8e25,3,pdmx-qmcq9vhsjzmr7qytywnnh5tngsde21ypvw3t6bacmryoj9;pdmx-qmrklydp8dhzm4shugoa6qluavfanznzmfkdtmrzjrmg6a;pdmx-qmvl1moqhudwybhcwlbohztunxiirr8zlqx3ujkjbtvzpk
6d62d8d923f92f6b4c75d92981dbbc90808c614fdbb2a5aba05eda0404308170,3,pdmx-qmqgcabtfmjs78pthknq6k4fenpmnuzsklkmwfigd8z4ks;pdmx-qmyxprfs9uf7gbrwrqpwmrpv9hkkccsessxvq9w14eexse;pdmx-qmyys7d2madewtdzwyjtm6fugurefcrunrmfndljfdjjnz
6fab0119ed1ff1157a442438bf733be2ed7d351a50976471fb261e411e7ddaa6,3,pdmx-qma1jdnobfhuafbrpksvysaacxdwpxtocm7hhqfpctmxdf;pdmx-qmvfdyaxpslewcrh1tolnde8bbvsvh4bofcf92mmdgorcg;pdmx-qmxmfz81jkzk2pi9nzjkmpk2fzm8zlr4yosbpfcah2eu2u
71bcb9723b65a39ddf1d7b07c9725f7c58a2f67d9258d5c88b1a377de7e146ac,3,pdmx-qmc7dacuducq6cmkrj1b38bnmzqnjzk94wzzg9vsoqckis;pdmx-qmcacctyxb8hb4qeqcnlgxxzycsjglnxfyx6udbegyhwtp;pdmx-qmtk5chwp6qtmgycexb3j7v9qjzhcimwtuhkj7xrxnvfxr
77000c1f84ae6274ced304bc84eaa32a604475297a6544f7c42f53dbd39a3cf2,3,pdmx-qmp5mrqekesjcpmbjsgrqblmi8awbcgkefl2qzhswneoww;pdmx-qmsgdvya14wpew97cxeesbpht1uyhqiqdeuvtrzowl4n4z;pdmx-qmxjrlwh4wwarzljvwcfrfjpttetdefeyqbdhnnetkgoz3
796606456f4b1d3ebcc872adba7a72ba7fcce9d628f84fe0f5ebfa3b782b78df,3,pdmx-qmes7sqvgkkioacswpuu3xdgegmuub4sovyz2ngybvddtj;pdmx-qmphmwzpjhauw5v6mdzduvwrnossm5qwwgnvnxortxftxy;pdmx-qmschanbsmnn8slu4nukjbzkzxuqq3daa8o4gvufdjfuzc
8641156db6fce0c52d27e94bd339c9ee73a9ed5713fd6dd361a035f565b9c2c4,3,pdmx-qmcc7pptc8mogk4ycpo1ldoqbuwnss4vbojxojm6r2vxza;pdmx-qmevnadjeqkxwyqswm1chgjocuebdmcamf8dyd1vawtxxv;pdmx-qmwtirkfyhxstmumh4kl2jyunz5eu1bm3pmczyrfmdzxsa
8d21521342895e210a4c0681e7e61ceaad21c798485825b97c3c9a51af8ad5d0,3,pdmx-qmdmv8g6bgbzfoaop4dqgxvjwqeuecopkbwoxeypb6utpm;pdmx-qmplzmcks3z9lnhccdy6zqjcg7gmjzmcrgdqfvxbtfhfyf;pdmx-qmq9vsbtvlnfzryhdkz42b5fw1ao1brkqtxxsp8oag94rn
8dd61c3327e5efb58e010dc188523e9868e70dce8a8c59426f1e11a4315c3ac5,3,pdmx-qmqthqie29jrekfl3bs9s9ebjohsojlcoclgy7akwbcaai;pdmx-qmug6hysc8v29vgoh6qngv7ykuvz4xpfar35km5rn1r2to;pdmx-qmy8rrbnuveag7tjn5zmhfkzkg6z919vzrjguchffxjdjg
9b1de763cde726f697094f9728c0ce5516d7ee01657f15e4f735b85645314e69,3,pdmx-qmv29vxe1q25pozvvfwa59hgqcjvxtehzppamjwpskfwqf;pdmx-qmwrv5daehky5czo3xuwy85zudrsbbzbsbbzys9feprjby;pdmx-qmxhfihyvtejxwrcy9mrobwpac8ggrauc1ncbznou3punu
9f6feb6641fa8c27ccf7a25fd023c08570eed5501b9924528fc72b0612befbbe,3,pdmx-qmpe8qft34fyemox1csj7qxzajqkzqcmc2nhm4gqfpjeuv;pdmx-qmskendsuntc87jnq6x2vmuopsskjwrgkch8pjb9xrxzk9;pdmx-qmunth71dftd7qxuqms4puyz6y7lqdcx1zrakw9yfdfmqw
a87a0b45a4b94732870ee8e6bd1f04d38110e2e55017b23706bc347630479c06,3,pdmx-qmd8ayephnffp2s7mhtwdzyxxtium6wumsgovztktcrqym;pdmx-qmptv81hmbb1zgwneadreojxaetegdh6z7t2geyuda2yah;pdmx-qmzarqyr51chcypeebbp1juyslcxfgvl6ru6cfdaey11jw
a9a4ed18126c91913d2d78abce5c02e852c7687d86c2d6cbec421493fac6fbdf,3,pdmx-qmwmdenp62pyzh32bdjv9r7jwqoxzejf6rz6hwsszzyqls;pdmx-qmyjusmcbmiw6krw8ulppvjzhujnw1o3j7dldwmh7zd2nn;pdmx-qmywb3trvjhggintaqkxrdclcmssdl6fdfbb3prcfuziph
ab7445e0cb59e204eea5af9d7af702c305f60d30428f665a55743dc847369146,3,pdmx-qmeujxr2a9he65qrivuxpebzfbrrbdurnm8jnsnym8blg3;pdmx-qmuh6kbjtwktn3siybpfkumbvtwqjaabwd7udjkhdwhdhy;pdmx-qmxywjtmpwsjvynfwandgjfwwml1g68ggvodzcjlaxnfpr
aea41be58d7705d1a20ad0918794f4c438b1a615d47fc1055975fd24ca350d0f,3,pdmx-qme5na37y9gvmjsagzfvyzd971cedtkwp5iyfx3xxawmmt;pdmx-qmwp536zjw5lanavztbqomlk7xve7n8nbltpf6rgaja5wt;pdmx-qmznte25gw8bzsuaagkgry6bvzbfs4ggnazjc3zflp9whu
b0016fbb9a24de76f12c9bd8e12b7ed5d5c6a88c4eac8173c1d4ee3a744d6930,3,pdmx-qmamu2fhpteri1twnd6eko5kihqoxku2djeybforbtyt9h;pdmx-qmcynshcj3eaerc1shn2jzf4aduvvrjadk2tv5kxzkvuk7;pdmx-qmfs1sbitmbr2howy3d348xtrgick55zrvzuzubvdr2lox
b02092e87ca11e540e40b2e3aa392add1c7db1f0e847d3f890854db1eba69f8e,3,pdmx-qmnchcjuhdfvkwl2czknbkz9rb8ng5ny4xwupzyhq6d1ae;pdmx-qmpwdwiwrokgnfkhaz1bnfss5x99xwnnmahxdrhrxa9smh;pdmx-qmzn1wkahburuakvv4knx1t7dwemzf6zq3hm5qunrrtyta
