record_id,serial_no,file_name,source_code,source_class,title,composer,original_instrumentation,rendered_instrumentation,license_label,source_rights_identified,duration,duration_seconds,rendered_source_count,rendered_duration,n_string_parts,string_stem_duration,dataset_url,metadata_sheet_url,score_input_relation,pair_class,human_performance_claim,printable_full_score_claim,access,audio_binary_mirrored
ensembleset-040-a7cedaadad05,40,NelleNubiIntornoAlFato,MTP_MID,Mutopia source MIDI,"Nelle nubi intorno al Fato , Aria from Deidamia",G. F. Handel,"V1/Ob1/Ob2, V2, Va, CB","V1, V2, Va",CCA-SA-3.0,True,0:02:39,159,3,2:39:00,3,0:07:57,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-041-a8f278ab7a68,41,NonPensiQuellAltera,MTP_XML,Mutopia source MusicXML,"Non pensi quell'altera , Aria from Lotario",G. F. Handel,"V1, Va, Vc",all,CCA-SA-3.0,True,0:03:26,206,3,3:26:00,3,0:10:18,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-042-7ddbd734681c,42,op1_1,MTP_MID,Mutopia source MIDI,String Quartet in B-flat major,F. J. Haydn,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:01:33,93,4,2:04:00,4,0:06:12,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-043-642048b2d45e,43,op1_2,MTP_MID,Mutopia source MIDI,String Quartet in E-flat major,F. J. Haydn,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:02:08,128,4,2:50:40,4,0:08:32,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-044-64946e0e3716,44,op1_3,MTP_MID,Mutopia source MIDI,String Quartet in D major,F. J. Haydn,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:03:46,226,4,5:01:20,4,0:15:04,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-045-d51f2162c4ed,45,op1_4,MTP_MID,Mutopia source MIDI,String Quartet in G major,F. J. Haydn,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:01:15,75,4,1:40:00,4,0:05:00,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-046-3404ba985491,46,op76-n1,MTP_MID,Mutopia source MIDI,String Quartet in G major,F. J. Haydn,"V1, V2, Va, Vc",all,Public,True,0:05:38,338,4,7:30:40,4,0:22:32,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-047-3b216fc6b467,47,op76-n2,MTP_MID,Mutopia source MIDI,String Quartet in D minor,F. J. Haydn,"V1, V2, Va, Vc",all,Public,True,0:05:10,310,4,6:53:20,4,0:20:40,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-048-8ccf93af0c21,48,op76-n3,MTP_MID,Mutopia source MIDI,String Quartet in C major,F. J. Haydn,"V1, V2, Va, Vc",all,Public,True,0:05:04,304,4,6:45:20,4,0:20:16,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-049-26bb1c2091d5,49,op76-n4,MTP_MID,Mutopia source MIDI,String Quartet in B-flat major,F. J. Haydn,"V1, V2, Va, Vc",all,Public,True,0:06:16,376,4,8:21:20,4,0:25:04,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-050-d372d82cf838,50,op76-n5,MTP_MID,Mutopia source MIDI,String Quartet in D major,F. J. Haydn,"V1, V2, Va, Vc",all,Public,True,0:05:18,318,4,7:04:00,4,0:21:12,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-051-6a7ef634af3b,51,op76-n6,MTP_MID,Mutopia source MIDI,String Quartet in E-flat major,F. J. Haydn,"V1, V2, Va, Vc",all,Public,True,0:05:10,310,4,6:53:20,4,0:20:40,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-052-458655990244,52,Parto_ti_lascio,MTP_XML,Mutopia source MusicXML,"Parto ti lascio, Aria from Il Germanico",N. Porpora,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:05:47,347,4,7:42:40,4,0:23:08,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-053-47948d49dcb1,53,Passacaglia,MTP_MID,Mutopia source MIDI,Passacaglia,J. S. Bach,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:12:13,733,4,16:17:20,4,0:48:52,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-054-ff929a84e521,54,Passaggier,MTP_XML,Mutopia source MusicXML,"Passaggier che su la sponda, Aria from Semiramide riconosciuta",N. Porpora,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:03:53,233,4,5:10:40,4,0:15:32,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-055-24e92475b8ae,55,Precipitoso_nel_mar,MTP_XML,Mutopia source MusicXML,"Precipitoso nel mar , Aria from Aci, Galatea e Polifemo",G. F. Handel,"V1, Vc",all,CCA-SA-3.0,True,0:01:40,100,2,1:06:40,2,0:03:20,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-056-6283d4f25e10,56,quart18,MTP_MID,Mutopia source MIDI,String Quartet nr. 18 in E minor,G. Donizetti,"V1, V2, Va, Vc",all,Public,True,0:12:24,744,4,16:32:00,4,0:49:36,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-057-57193ec298e3,57,Ride_il_ciel,MTP_XML,Mutopia source MusicXML,"Ride il ciel per me sereno, Aria from Siface",L. Vinci,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:03:26,206,4,4:34:40,4,0:13:44,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-058-33cf95974a5e,58,RM-C012,RWC_MID,RWC Classical source MIDI,Ricercare à 6',"Bach, Johann Sebastian","Fl, V1, V2, Va, Vc, CB",all,RWC-NAIST-jp,True,0:06:24,384,6,12:48:00,5,0:32:00,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-059-61f6fc805b17,59,RM-C013,RWC_MID,RWC Classical source MIDI,"String Quartet no.19 in C major, K.465. 1st mvmt.","Mozart, Wolfgang Amadeus","V1, V2, Va, Vc",all,RWC-NAIST-jp,True,0:08:16,496,4,11:01:20,4,0:33:04,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-060-7a7a2a0ea613,60,RM-C014,RWC_MID,RWC Classical source MIDI,"String Quartet no.14 in C# minor, op.131. 5th mvmt.","Beethoven, Ludwig van","V1, V2, Va, Vc, Pizzicato x4",all,RWC-NAIST-jp,True,0:06:38,398,4,8:50:40,4,0:26:32,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-061-6e3664320cb5,61,RM-C015,RWC_MID,RWC Classical source MIDI,"String Quartet no.2 in D major. 3rd mvmt.","Borodin, Alexander","V1, V2, Va, Vc, Pizz",all,RWC-NAIST-jp,True,0:07:34,454,4,10:05:20,4,0:30:16,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-062-c0bfd38e0e52,62,RM-C016,RWC_MID,RWC Classical source MIDI,"Clarinet Quintet in A major, K.581. 1st mvmt.","Mozart, Wolfgang Amadeus","Cl, V1, V2, Va, Vc, Pizz",all,RWC-NAIST-jp,True,0:09:20,560,5,15:33:20,4,0:37:20,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-063-05c770ca7c5f,63,RM-C017,RWC_MID,RWC Classical source MIDI,"Clarinet Quintet in B minor, op.115. 3rd mvmt.","Brahms, Johannes","Cl, V1, V2, Va, Vc, Pizz x4",all,RWC-NAIST-jp,True,0:04:52,292,5,8:06:40,4,0:19:28,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-064-442cc66b9c21,64,RM-C019,RWC_MID,RWC Classical source MIDI,"Piano Trio no.7 in Bb major, op.97 `Archduke'. 1st mvmt.","Beethoven, Ludwig van","Piano, V1, Vc, Pizz x2","V1, Vc",RWC-NAIST-jp,True,0:09:26,566,2,6:17:20,2,0:18:52,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-065-7dcb829c5297,65,RM-C020,RWC_MID,RWC Classical source MIDI,"Piano Trio no.1 in B major, op.8. 1st mvmt.","Brahms, Johannes","Piano, V1, Vc, Pizz x2",,RWC-NAIST-jp,True,0:10:16,616,2,6:50:40,2,0:20:32,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-066-9da1c9497273,66,RM-C021,RWC_MID,RWC Classical source MIDI,"Piano Quintet in A major, op.32/D.667 `Trout'. 4th mvmt.","Schubert, Franz Peter","Piano, V1, V2, Va, Vc, CB, Pizz",,RWC-NAIST-jp,True,0:07:48,468,5,13:00:00,5,0:39:00,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-067-62913d1af5af,67,SchubertF-D703-Quartettsatz,MTP_MID,Mutopia source MIDI,Streichquartett No. 12 “Quartettsatz” in c-moll,F. Schubert,"V1, V2, Va, Vc",all,Public,True,0:09:50,590,4,13:06:40,4,0:39:20,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-068-4f8cc4c83075,68,Se_potessero,MTP_XML,Mutopia source MusicXML,"Se potessero i sospir' miei , Aria from Imeneo",G. F. Handel,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:03:36,216,4,4:48:00,4,0:14:24,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-069-e23fef9a74c0,69,SeDelFiume,MTP_XML,Mutopia source MusicXML,"Se del fiume , Aria from Artaserse",J. A. Hasse,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:02:25,145,4,3:13:20,4,0:09:40,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-070-a0b1a7351a75,70,Semiramide_riconosciuta,MTP_MID,Mutopia source MIDI,Semiramide riconosciuta,N. Porpora,"Tbn1, Tbn2, FH1, FH2, Ob1, Ob2, V1, V2, Va, Cb","Tpt1, Tpt2, FH1, FH2, Ob1, Ob2, V1, V2, Va",CCA-SA-3.0,True,0:02:36,156,9,7:48:00,3,0:07:48,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-071-f6bd44520939,71,SentiSeLIngannai,MTP_XML,Mutopia source MusicXML,"Senti se l'ingannai, Aria from Agrippina",N. Porpora,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:01:37,97,4,2:09:20,4,0:06:28,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-072-d7f30d2ad43e,72,SiamNavi,MTP_XML,Mutopia source MusicXML,"Siam navi all'onde algenti, Aria from L'Olimpiade",A. Vivaldi,"V1, V2, Va, CB",all,CCA-SA-3.0,True,0:05:00,300,4,6:40:00,4,0:20:00,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-073-53665c592051,73,Sol_la_brama,MTP_XML,Mutopia source MusicXML,"Sol la brama di vendetta , Aria from Faramondo",G. F. Handel,"V1, V2, Va, CB",all,CCA-SA-3.0,True,0:03:35,215,4,4:46:40,4,0:14:20,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-074-a318c24216de,74,spring,MTP_MID,Mutopia source MIDI,La Primavera / Spring,A. Vivaldi,"VLead, V1, V2, Va, Vc","V1, V2, Va, Vc",CCA-SA-3.0,True,0:02:54,174,4,3:52:00,4,0:11:36,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-075-385e5cb26180,75,summer,MTP_MID,Mutopia source MIDI,Estate / Summer,A. Vivaldi,"VLead, V1, V2, Va, Vc","V1, V2, Va, Vc",CCA-SA-3.0,True,0:04:13,253,4,5:37:20,4,0:16:52,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-076-b23a6a8439c0,76,unknown,MTP_MID,Mutopia source MIDI,unknown,unknown,,,,False,0:04:08,248,4,5:30:40,4,0:16:32,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-077-f8661a9138b3,77,Vado_a_recar,MTP_XML,Mutopia source MusicXML,"Vado a recar la morte , Aria from Faramondo",G. F. Handel,"V1, Va, Vc",all,CCA-SA-3.0,True,0:01:19,79,3,1:19:00,3,0:03:57,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-078-0526f3f4bcfe,78,Voglio_che_sia_l_indegno,MTP_XML,Mutopia source MusicXML,"Voglio che sia l'indegno, Aria from Faramondo",G. F. Handel,"V1, V2, Va, CB",all,CCA-SA-3.0,True,0:04:46,286,4,6:21:20,4,0:19:04,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
