record_id,track_name,score_member_path,score_sha256,score_bytes,note_events,instrument_programs,start_seconds,end_seconds,metadata_member_paths,metadata_duration_seconds,metadata_sources,source,source_doi,source_url,score_representation,origin_relation,score_audio_pair_class,human_performance_claim,printable_engraved_score_claim,audio_binary_mirrored,rights_note
synthsod-score-705507456c357957491a,chorale-preludes_3_orch,SynthSOD_aligned_scores/SynthSOD_score_data/chorale-preludes_3_orch.txt,fc20043849016d3f882666373f0ba070155f3cd3ec842bb6d87a9823a1c4a24a,186126,6451,"{""40"":2949,""42"":3015,""56"":487}",0.124127,281.310295,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_evaluation.json,281.41056689342406,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-8b4d1c7ab3823b95510a,chorale-preludes_4_orch,SynthSOD_aligned_scores/SynthSOD_score_data/chorale-preludes_4_orch.txt,c90fdbcb1e947d134ab34e9114eb711513712123d1bffd3adb35c3c246edf43c,155965,5481,"{""40"":2489,""42"":2330,""56"":662}",0.304535,214.669524,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,214.76349206349207,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-28e0bd07d0a84cff71cc,chorale-preludes_5_orch,SynthSOD_aligned_scores/SynthSOD_score_data/chorale-preludes_5_orch.txt,d04b55ed5f44601ce7aac02904015986954bad295d90cd25acd5fccb928effea,140128,4908,"{""40"":2167,""42"":2068,""56"":673}",0.114104,190.955873,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,191.20501133786848,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-523deb8a1347d528818b,chorale-preludes_6_orch,SynthSOD_aligned_scores/SynthSOD_score_data/chorale-preludes_6_orch.txt,a3c7fcd04e2141d3dc6b1a1a4a90d22e341e91e6012dc85b3022d4126e971412,155228,5470,"{""40"":2489,""42"":2410,""56"":571}",0.244399,218.387937,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,218.47619047619048,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-6f1c87c28efc7d84a67e,chorale-preludes_7_orch,SynthSOD_aligned_scores/SynthSOD_score_data/chorale-preludes_7_orch.txt,de7476f5d5961800f830877d7d91ef506c0aa54ad28e5b2567d41fce3410670f,166385,5803,"{""40"":2480,""42"":2770,""56"":553}",0.895873,164.886893,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_evaluation.json,164.9998185941043,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-0d31425d102de14e7c56,chorale-preludes_8_orch,SynthSOD_aligned_scores/SynthSOD_score_data/chorale-preludes_8_orch.txt,9d04e4349533e4430bacd2bba0e935daf051b7b3d2d7dc420b7cd1e3935bdf79,152685,5329,"{""40"":2541,""42"":2449,""56"":339}",1.276735,185.703991,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,185.81324263038547,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-51e50f6d18b5ed5402bf,chorales_wie_schoen_leuch-t_uns_orch,SynthSOD_aligned_scores/SynthSOD_score_data/chorales_wie_schoen_leuch-t_uns_orch.txt,1ddbe5f89bb5a8109358ef5f7e620c353141fa50314bd07b6b0665c2045b7711,9152,332,"{""56"":67,""57"":68,""58"":124,""60"":73}",0.104082,42.028934,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,42.11845804988662,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-a50378621b7ea2d46318,coriolan_orch,SynthSOD_aligned_scores/SynthSOD_score_data/coriolan_orch.txt,1159fcb57029d9ab74cd5b196e7f90128246750f31f16ad77ec5864f8f8258c7,1666404,58267,"{""40"":4985,""41"":5216,""42"":4933,""43"":7654,""47"":973,""56"":3781,""60"":4836,""68"":6393,""70"":8068,""71"":5728,""73"":5700}",1.457143,452.437460,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_evaluation.json,454.3187755102041,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-f089fdd04c397578c362,crucem_sanctam_orch,SynthSOD_aligned_scores/SynthSOD_score_data/crucem_sanctam_orch.txt,2825d2674989731662ce43abd7102606b46bd0bbcc909ef5e780ed6b5d0f91a9,10705,361,"{""40"":145,""41"":72,""42"":144}",0.084036,50.979184,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,51.07219954648526,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-1d3a516901c09a57229b,da_jesus_an_dem_kreuze_stundt_orch,SynthSOD_aligned_scores/SynthSOD_score_data/da_jesus_an_dem_kreuze_stundt_orch.txt,8be0e537113c43d131515620e5fc176d25b21ce75acbe8a40563eae8e5213683,28248,992,"{""56"":171,""57"":215,""58"":386,""60"":220}",2.800181,154.753968,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,154.8481632653061,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-86219faa45be8b83561e,dances_1_orch,SynthSOD_aligned_scores/SynthSOD_score_data/dances_1_orch.txt,12e2bd062052f0a20b4ccc92ab40f027d4cbffcefa51e6c74cef67845bb7682a,14462,514,"{""56"":201,""57"":313}",0.174240,36.165669,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,36.42786848072562,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-ddac2b6a360d8b357d3a,dances_2_orch,SynthSOD_aligned_scores/SynthSOD_score_data/dances_2_orch.txt,6d686f9fe1ba58aeb3605ea8be622c58babf85afcb595d7949359641abba71a3,23725,858,"{""47"":102,""56"":314,""57"":442}",0.104082,46.038005,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,46.132993197278914,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-a671f7088ffaefeead75,dances_3_orch,SynthSOD_aligned_scores/SynthSOD_score_data/dances_3_orch.txt,f77cca80a18ac525288a9870ee3e47afea8a0ffc8a78d1b5faf4c7b69f2b67d3,34670,1271,"{""47"":94,""56"":496,""57"":681}",0.124127,58.526259,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,59.66362811791383,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-aa606304ad9d9db4d00c,die_zauber_floete_620_0_orch,SynthSOD_aligned_scores/SynthSOD_score_data/die_zauber_floete_620_0_orch.txt,46e8a270431264d81c42a012ff5d1156d6ed2b3b48696b6827670d417e3559e1,839580,29070,"{""40"":4130,""41"":3578,""42"":3148,""43"":2555,""47"":254,""56"":1297,""57"":2471,""60"":2054,""68"":2639,""70"":1990,""71"":2651,""73"":2303}",0.104082,328.456961,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,331.05773242630386,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-0626a56355631b068dd0,divertimento_252_1_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_252_1_orch.txt,cb839ecfd27ca1636097436db95ffcab82db1e5a62c88a2ff7eace3a3b4bdb17,95416,3331,"{""60"":710,""68"":980,""70"":1641}",1.126395,246.561678,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_evaluation.json,246.65242630385487,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-166c8c577d5994504c4c,divertimento_252_2_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_252_2_orch.txt,17f45c5a99d405f75d81fa7fc14088269c0d1fdedf05fb8d1e6ac3c2db6954c2,105590,3729,"{""60"":970,""68"":975,""70"":1784}",0.204308,161.679637,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,162.80258503401362,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-56a314347fd50a69c954,divertimento_252_3_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_252_3_orch.txt,4bdb082b85d52bd925e288d6865b32e058e219ad2bb3a9662c7d4ea4de997b6f,123173,4399,"{""60"":844,""68"":1347,""70"":2208}",0.094059,221.555102,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,221.6346485260771,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-5c8372eb9e2310d62fc9,divertimento_252_4_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_252_4_orch.txt,6b46ad24e129076ed12e387d868ef355fd556f0100107e842bc4ae8f453dc124,99557,3564,"{""60"":961,""68"":950,""70"":1653}",0.515011,125.327392,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,125.40140589569161,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-e52d88976fc68ca89275,divertimento_253_1_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_253_1_orch.txt,00fcc2a978b6437503cdf3aaac58fe65c29d2a64e4cb38a7e6c6904730c942ac,412456,14400,"{""60"":2790,""68"":4038,""70"":7572}",0.084036,469.646395,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_evaluation.json,469.7224716553288,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-7baaf690ae318a8b7320,divertimento_253_2_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_253_2_orch.txt,10b10d027f77cc820398d9f48661ecdba559012a0c54eadb5d3881012355694f,79289,2828,"{""60"":590,""68"":834,""70"":1404}",0.084036,113.350295,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,120.30798185941043,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-35e48530f276a5cb224d,divertimento_253_3_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_253_3_orch.txt,b1c4046a9f2cb0155c85a03265843cc732cc75096138e63cc9963600c45e4874,92173,3289,"{""60"":568,""68"":845,""70"":1876}",0.094059,149.882948,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,149.9746485260771,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-f02337643ce9b8428e04,divertimento_270_1_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_270_1_orch.txt,8ac1f9f91c075463032c688a9bb1f0f54b0d242d89f564a7360a2f8e72a4b4a2,321378,10999,"{""60"":2152,""68"":3084,""70"":5763}",0.084036,473.204444,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,473.2901360544218,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-905dda7aab9efb7712b4,divertimento_270_2_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_270_2_orch.txt,2b7042dc5464991fd68018b993bbd82d6ececae594629c2419a0e9993223f43d,81232,3035,"{""60"":588,""68"":860,""70"":1587}",0.084036,88.063084,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,88.14321995464853,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-62921152f468215203f9,divertimento_270_3_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_270_3_orch.txt,9217ccca57ce3fc0eed7348ad2b54fd612a6f56ddf9eed75f583d5093b484914,107704,3849,"{""60"":812,""68"":972,""70"":2065}",0.094059,138.016100,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,138.09294784580499,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-7271c694ca3f89723ce4,divertimento_270_4_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_270_4_orch.txt,6afc4b79ed9c54134a68e6b9d76935723b65e74e95a0dd7e1721e6fef15d82da,131796,4771,"{""60"":1116,""68"":1255,""70"":2400}",0.244399,128.344218,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,128.42650793650793,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-f496701f6ce93e8510c4,divertimento_289_1_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_289_1_orch.txt,11768347a26099998cbbcaa7957891a16b5bb080f2c6417f98cc1f57168e88e4,400284,13902,"{""60"":2367,""68"":3973,""70"":7562}",0.084036,437.954694,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,456.03916099773244,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-49d666ea25a201c736bb,divertimento_289_2_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_289_2_orch.txt,9f67ae322dc762ffd5ecf4395bbc3cd71c01cc4325ffad1de4eae4a322e57305,131811,4599,"{""60"":578,""68"":1463,""70"":2558}",0.124127,202.712472,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,202.78818594104308,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-780eaf079209089a9df1,divertimento_289_3_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_289_3_orch.txt,92247a98a37277468064ce16c0147e121ea4979261cdd4a451c25cf9fafc6672,189833,6706,"{""60"":1452,""68"":1916,""70"":3338}",0.084036,256.604399,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,256.698253968254,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-405a0451cfc95840ba56,divertimento_289_4_orch,SynthSOD_aligned_scores/SynthSOD_score_data/divertimento_289_4_orch.txt,c8a658f4525e3949e74c55513d72763059b5bffaa30979b655ae87cee2d4f489,307172,10786,"{""60"":1973,""68"":2831,""70"":5982}",0.134150,294.630431,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,294.70696145124714,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-b2432a497632326915cd,elegiac_melodies_34_2_orch,SynthSOD_aligned_scores/SynthSOD_score_data/elegiac_melodies_34_2_orch.txt,c4bf2a710871e656f9b647b2bc3c0296bd15f06c583fe592d9f22d617150bc89,97636,3411,"{""40"":954,""41"":1074,""42"":634,""43"":749}",1.076281,276.329025,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,276.6452607709751,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-e7466ef1bcf0a4c3e0b0,escenas_andaluzas_2_orch,SynthSOD_aligned_scores/SynthSOD_score_data/escenas_andaluzas_2_orch.txt,c5e6ea4aea0ba726b567b45588805c70dfaf813ccd62e226d5cffcf05383fa22,757282,26694,"{""0"":2121,""40"":2272,""41"":2233,""42"":2463,""43"":347,""46"":6143,""60"":1801,""68"":2220,""70"":2830,""71"":3183,""72"":187,""73"":894}",0.755556,246.992653,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,247.28501133786847,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-0931430c02cea942616f,esclavos_felices_orch,SynthSOD_aligned_scores/SynthSOD_score_data/esclavos_felices_orch.txt,04ab4a51c1181443c8162305cb1d26f214c30399ef3868943b8c3d1d8d3aad74,1294496,44928,"{""40"":5662,""41"":5936,""42"":3571,""43"":6626,""47"":912,""56"":3325,""68"":4847,""70"":4792,""71"":4678,""73"":4579}",0.885850,484.239410,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,484.6002721088435,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-1dae753c3dd8f5f8ff96,fantasia_a_4_ex-c_orch,SynthSOD_aligned_scores/SynthSOD_score_data/fantasia_a_4_ex-c_orch.txt,41ecf48ed3e07d9cbabb026f4493a6f819d729742a28d114a443dc2859ed0395,70618,2444,"{""40"":459,""41"":1001,""42"":984}",0.094059,182.346395,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,182.43854875283446,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
